"Country or Area","Year","Value","Value Footnotes"
"C̫te d'Ivoire","2015","6000000",""
"C̫te d'Ivoire","2014","6000000",""
"C̫te d'Ivoire","2004","9000000",""
"C̫te d'Ivoire","2003","61000000",""
"C̫te d'Ivoire","2002","32000000",""
"C̫te d'Ivoire","2000","0","2"
"C̫te d'Ivoire","1999","2000000",""
"C̫te d'Ivoire","1997","0","2"
"C̫te d'Ivoire","1995","2000000",""
"C̫te d'Ivoire","1992","0","2"
"C̫te d'Ivoire","1989","2000000",""
"C̫te d'Ivoire","1984","9000000",""
"C̫te d'Ivoire","1981","18000000",""
"C̫te d'Ivoire","1980","55000000",""
"C̫te d'Ivoire","1979","38000000",""
"C̫te d'Ivoire","1978","16000000",""
"C̫te d'Ivoire","1977","22000000",""
"C̫te d'Ivoire","1974","18000000",""
"C̫te d'Ivoire","1972","1000000",""
"C̫te d'Ivoire","1971","17000000",""
"C̫te d'Ivoire","1970","7000000",""
"C̫te d'Ivoire","1969","2000000",""
"C̫te d'Ivoire","1968","19000000",""
"C̫te d'Ivoire","1967","3000000",""
"C̫te d'Ivoire","1966","2000000",""
"C̫te d'Ivoire","1963","1000000",""
"C̫te d'Ivoire","1962","1000000",""
"C̫te d'Ivoire","1961","3000000",""
"Cabo Verde","2012","10000000",""
"Cabo Verde","2009","2000000",""
"Cabo Verde","2000","1000000",""
"Cabo Verde","1998","9000000",""
"Cabo Verde","1992","3000000",""
"Cabo Verde","1982","26000000",""
"Cabo Verde","1979","18000000",""
"Cabo Verde","1976","2000000",""
"Cambodia","2013","67000000",""
"Cambodia","2012","77000000",""
"Cambodia","2010","34000000",""
"Cambodia","2009","4000000",""
"Cambodia","2007","56000000",""
"Cambodia","2006","14000000",""
"Cambodia","1997","21000000",""
"Cambodia","1996","28000000",""
"Cambodia","1995","1000000",""
"Cambodia","1994","73000000",""
"Cambodia","1993","2000000",""
"Cambodia","1990","45000000",""
"Cambodia","1989","119000000",""
"Cambodia","1988","10000000",""
"Cambodia","1987","50000000",""
"Cambodia","1986","134000000",""
"Cambodia","1985","68000000",""
"Cambodia","1984","67000000",""
"Cambodia","1983","13000000",""
"Cambodia","1980","34000000",""
"Cambodia","1978","43000000",""
"Cambodia","1974","23000000",""
"Cambodia","1973","123000000",""
"Cambodia","1972","105000000",""
"Cambodia","1971","21000000",""
"Cambodia","1970","6000000",""
"Cambodia","1969","18000000",""
"Cambodia","1968","15000000",""
"Cambodia","1967","20000000",""
"Cambodia","1966","37000000",""
"Cambodia","1965","39000000",""
"Cambodia","1964","39000000",""
"Cambodia","1963","11000000",""
"Cambodia","1962","5000000",""
"Cambodia","1961","2000000",""
"Cambodia","1960","1000000",""
"Cameroon","2017","8000000",""
"Cameroon","2016","20000000",""
"Cameroon","2015","7000000",""
"Cameroon","2014","122000000",""
"Cameroon","2013","139000000",""
"Cameroon","2012","9000000",""
"Cameroon","2010","10000000",""
"Cameroon","2008","1000000",""
"Cameroon","2006","2000000",""
"Cameroon","2005","5000000",""
"Cameroon","2002","6000000",""
"Cameroon","2001","7000000",""
"Cameroon","1999","4000000",""
"Cameroon","1998","9000000",""
"Cameroon","1997","6000000",""
"Cameroon","1996","4000000",""
"Cameroon","1992","3000000",""
"Cameroon","1990","8000000",""
"Cameroon","1989","3000000",""
"Cameroon","1988","1000000",""
"Cameroon","1987","5000000",""
"Cameroon","1986","11000000",""
"Cameroon","1985","17000000",""
"Cameroon","1984","126000000",""
"Cameroon","1983","5000000",""
"Cameroon","1982","114000000",""
"Cameroon","1981","28000000",""
"Cameroon","1979","1000000",""
"Cameroon","1977","73000000",""
"Cameroon","1976","29000000",""
"Cameroon","1973","12000000",""
"Cameroon","1972","1000000",""
"Cameroon","1971","8000000",""
"Cameroon","1968","3000000",""
"Cameroon","1967","3000000",""
"Cameroon","1966","2000000",""
"Cameroon","1965","2000000",""
"Cameroon","1964","0","2"
"Cameroon","1963","2000000",""
"Cameroon","1961","0","2"
"Canada","2017","295000000",""
"Canada","2016","228000000",""
"Canada","2015","421000000",""
"Canada","2014","325000000",""
"Canada","2013","202000000",""
"Canada","2012","205000000",""
"Canada","2011","344000000",""
"Canada","2010","228000000",""
"Canada","2009","101000000",""
"Canada","2008","407000000",""
"Canada","2007","455000000",""
"Canada","2006","104000000",""
"Canada","2005","124000000",""
"Canada","2004","352000000",""
"Canada","2003","152000000",""
"Canada","2002","436000000",""
"Canada","2001","538000000",""
"Canada","2000","569000000",""
"Canada","1999","196000000",""
"Canada","1998","129000000",""
"Canada","1997","362000000",""
"Canada","1996","431000000",""
"Canada","1995","411000000",""
"Canada","1994","482000000",""
"Canada","1993","201000000",""
"Canada","1992","410000000",""
"Canada","1991","751000000",""
"Canada","1990","160000000",""
"Canada","1989","67000000",""
"Canada","1988","742000000",""
"Canada","1987","787000000",""
"Canada","1986","810000000",""
"Canada","1985","848000000",""
"Canada","1984","646000000",""
"Canada","1983","647000000",""
"Canada","1982","274000000",""
"Canada","1981","452000000",""
"Canada","1980","441000000",""
"Canada","1979","235000000",""
"Canada","1978","172000000",""
"Canada","1977","28000000",""
"Canada","1976","28000000",""
"Canada","1975","223000000",""
"Canada","1974","196000000",""
"Canada","1973","80000000",""
"Canada","1972","382000000",""
"Canada","1971","455000000",""
"Canada","1970","611000000",""
"Canada","1969","504000000",""
"Canada","1968","324000000",""
"Canada","1967","243000000",""
"Canada","1966","273000000",""
"Canada","1965","527000000",""
"Canada","1964","728000000",""
"Canada","1963","1012000000",""
"Canada","1962","1231000000",""
"Canada","1961","1576000000",""
"Canada","1960","171000000",""
"Caribbean small states","2016","72000000",""
"Caribbean small states","2015","67000000",""
"Caribbean small states","1981","29000000",""
"Caribbean small states","1968","0",""
"Caribbean small states","1967","3000000",""
"Caribbean small states","1966","0",""
"Caribbean small states","1965","11000000",""
"Caribbean small states","1964","0",""
"Caribbean small states","1963","1000000",""
"Caribbean small states","1962","1000000",""
"Central African Republic","2011","7000000",""
"Central African Republic","2008","0","2"
"Central African Republic","2006","9000000",""
"Central African Republic","1992","1000000",""
"Central African Republic","1988","1000000",""
"Central African Republic","1985","6000000",""
"Central African Republic","1984","1000000",""
"Central African Republic","1983","5000000",""
"Central African Republic","1982","2000000",""
"Central African Republic","1981","1000000",""
"Central African Republic","1980","0","2"
"Central African Republic","1978","0","2"
"Central African Republic","1973","0","2"
"Central African Republic","1971","2000000",""
"Central African Republic","1968","3000000",""
"Central African Republic","1966","2000000",""
"Central African Republic","1965","1000000",""
"Central African Republic","1961","2000000",""
"Central Europe and the Baltics","2017","459000000",""
"Central Europe and the Baltics","2015","240000000",""
"Central Europe and the Baltics","2014","334000000",""
"Central Europe and the Baltics","2013","291000000",""
"Central Europe and the Baltics","2012","309000000",""
"Central Europe and the Baltics","2011","350000000",""
"Central Europe and the Baltics","2010","398000000",""
"Central Europe and the Baltics","2009","454000000",""
"Central Europe and the Baltics","2008","1015000000",""
"Central Europe and the Baltics","2007","1437000000",""
"Central Europe and the Baltics","2006","915000000",""
"Central Europe and the Baltics","2005","1328000000",""
"Central Europe and the Baltics","2004","695000000",""
"Central Europe and the Baltics","2003","547000000",""
"Central Europe and the Baltics","2002","370000000",""
"Central Europe and the Baltics","2001","261000000",""
"Central Europe and the Baltics","2000","235000000",""
"Central Europe and the Baltics","1999","275000000",""
"Central Europe and the Baltics","1998","242000000",""
"Central Europe and the Baltics","1997","218000000",""
"Central Europe and the Baltics","1996","529000000",""
"Central Europe and the Baltics","1995","474000000",""
"Central Europe and the Baltics","1994","184000000",""
"Central Europe and the Baltics","1993","1164000000",""
"Central Europe and the Baltics","1992","386000000",""
"Central Europe and the Baltics","1991","590000000",""
"Central Europe and the Baltics","1990","1649000000",""
"Central Europe and the Baltics","1989","1167000000",""
"Central Europe and the Baltics","1988","1367000000",""
"Central Europe and the Baltics","1987","1750000000",""
"Central Europe and the Baltics","1986","2827000000",""
"Central Europe and the Baltics","1985","2077000000",""
"Central Europe and the Baltics","1984","1864000000",""
"Central Europe and the Baltics","1983","1658000000",""
"Central Europe and the Baltics","1982","1889000000",""
"Central Europe and the Baltics","1981","2394000000",""
"Central Europe and the Baltics","1980","2582000000",""
"Central Europe and the Baltics","1979","2583000000",""
"Central Europe and the Baltics","1978","2888000000",""
"Central Europe and the Baltics","1977","2165000000",""
"Central Europe and the Baltics","1976","1838000000",""
"Central Europe and the Baltics","1975","2521000000",""
"Central Europe and the Baltics","1974","2646000000",""
"Central Europe and the Baltics","1973","2305000000",""
"Central Europe and the Baltics","1972","1965000000",""
"Central Europe and the Baltics","1971","2069000000",""
"Central Europe and the Baltics","1970","2308000000",""
"Central Europe and the Baltics","1969","2338000000",""
"Central Europe and the Baltics","1968","1990000000",""
"Central Europe and the Baltics","1967","1807000000",""
"Central Europe and the Baltics","1966","1750000000",""
"Central Europe and the Baltics","1965","2712000000",""
"Central Europe and the Baltics","1964","3056000000",""
"Central Europe and the Baltics","1963","2145000000",""
"Central Europe and the Baltics","1962","1667000000",""
"Central Europe and the Baltics","1961","1988000000",""
"Central Europe and the Baltics","1960","2064000000",""
"Chad","2017","2000000",""
"Chad","2015","1000000",""
"Chad","2014","58000000",""
"Chad","2013","59000000",""
"Chad","2012","4000000",""
"Chad","2011","1000000",""
"Chad","2010","38000000",""
"Chad","2009","35000000",""
"Chad","2008","75000000",""
"Chad","2007","20000000",""
"Chad","2006","17000000",""
"Chad","2001","16000000",""
"Chad","1999","7000000",""
"Chad","1998","7000000",""
"Chad","1995","1000000",""
"Chad","1994","3000000",""
"Chad","1989","57000000",""
"Chad","1988","9000000",""
"Chad","1987","21000000",""
"Chad","1986","22000000",""
"Chad","1985","1000000",""
"Chad","1984","9000000",""
"Chad","1983","33000000",""
"Chad","1980","10000000",""
"Chad","1977","3000000",""
"Chad","1976","8000000",""
"Chad","1975","10000000",""
"Chad","1974","9000000",""
"Chad","1973","3000000",""
"Chad","1971","4000000",""
"Chad","1965","0","2"
"Chad","1961","1000000",""
"Chad","1960","1000000",""
"Chile","2017","50000000",""
"Chile","2016","40000000",""
"Chile","2015","144000000",""
"Chile","2014","141000000",""
"Chile","2013","54000000",""
"Chile","2012","62000000",""
"Chile","2011","326000000",""
"Chile","2010","475000000",""
"Chile","2009","335000000",""
"Chile","2008","397000000",""
"Chile","2007","662000000",""
"Chile","2006","1095000000",""
"Chile","2005","449000000",""
"Chile","2004","70000000",""
"Chile","2003","187000000",""
"Chile","2002","74000000",""
"Chile","2001","60000000",""
"Chile","2000","202000000",""
"Chile","1999","207000000",""
"Chile","1998","87000000",""
"Chile","1997","296000000",""
"Chile","1996","178000000",""
"Chile","1995","342000000",""
"Chile","1994","82000000",""
"Chile","1993","88000000",""
"Chile","1992","173000000",""
"Chile","1991","111000000",""
"Chile","1990","130000000",""
"Chile","1989","141000000",""
"Chile","1988","87000000",""
"Chile","1987","156000000",""
"Chile","1986","174000000",""
"Chile","1985","10000000",""
"Chile","1984","450000000",""
"Chile","1983","137000000",""
"Chile","1982","344000000",""
"Chile","1981","148000000",""
"Chile","1980","145000000",""
"Chile","1979","103000000",""
"Chile","1978","117000000",""
"Chile","1977","25000000",""
"Chile","1976","413000000",""
"Chile","1975","195000000",""
"Chile","1974","299000000",""
"Chile","1973","278000000",""
"Chile","1972","51000000",""
"Chile","1971","198000000",""
"Chile","1970","62000000",""
"Chile","1969","17000000",""
"Chile","1968","62000000",""
"Chile","1967","140000000",""
"Chile","1966","80000000",""
"Chile","1965","57000000",""
"Chile","1964","34000000",""
"Chile","1963","127000000",""
"Chile","1962","19000000",""
"Chile","1961","45000000",""
"Chile","1960","312000000",""
"China","2017","1117000000",""
"China","2016","991000000",""
"China","2015","1142000000",""
"China","2014","1148000000",""
"China","2013","1388000000",""
"China","2012","1686000000",""
"China","2011","1113000000",""
"China","2010","1045000000",""
"China","2009","1392000000",""
"China","2008","1877000000",""
"China","2007","1677000000",""
"China","2006","2885000000",""
"China","2005","3607000000",""
"China","2004","3315000000",""
"China","2003","2373000000",""
"China","2002","2891000000",""
"China","2001","2850000000",""
"China","2000","2552000000",""
"China","1999","1785000000",""
"China","1998","382000000",""
"China","1997","900000000",""
"China","1996","1494000000",""
"China","1995","680000000",""
"China","1994","274000000",""
"China","1993","1187000000",""
"China","1992","1169000000",""
"China","1991","392000000",""
"China","1990","214000000",""
"China","1989","110000000",""
"China","1988","71000000",""
"China","1987","53000000",""
"China","1986","17000000",""
"China","1985","115000000",""
"China","1984","73000000",""
"China","1983","27000000",""
"China","1982","15000000",""
"China","1981","2000000",""
"China","1980","7000000",""
"China","1979","12000000",""
"China","1978","86000000",""
"China","1977","75000000",""
"China","1976","3000000",""
"China","1975","3000000",""
"China","1974","3000000",""
"China","1973","3000000",""
"China","1972","2000000",""
"China","1971","2000000",""
"China","1970","2000000",""
"China","1969","2000000",""
"China","1968","182000000",""
"China","1967","145000000",""
"China","1966","233000000",""
"China","1965","218000000",""
"China","1964","395000000",""
"China","1963","450000000",""
"China","1962","307000000",""
"China","1961","936000000",""
"China","1960","2431000000",""
"Colombia","2017","102000000",""
"Colombia","2016","21000000",""
"Colombia","2015","205000000",""
"Colombia","2014","159000000",""
"Colombia","2013","164000000",""
"Colombia","2012","207000000",""
"Colombia","2011","145000000",""
